text,phonemes,soundex,Soundexanzahl,Phonemanzahl,AnzahlSätze,Wortanzahl,Wortlängen,VarWortlängen
"To sit in solemn silence in a dull, dark dock,In a pestilential prison, with a life-long lock,Awaiting the sensation of a short, sharp shock,From a cheap and chippy chopper on a big black block! To sit in solemn silence in a dull, dark dock,In a pestilential prison, with a life-long lock,Awaiting the sensation of a short, sharp shock,From a cheap and chippy chopper on a big black block! A dull, dark dock, a life-long lock,A short, sharp shock, a big black block!To sit in solemn silence in a pestilential prison,And awaiting the sensation From a cheap and chippy chopper on a big black block!","[['T', 'UW1'], ['S', 'IH1', 'T'], ['IH0', 'N'], ['S', 'AA1', 'L', 'AH0', 'M'], ['S', 'AY1', 'L', 'AH0', 'N', 'S'], ['IH0', 'N'], ['AH0'], ['D', 'AH1', 'L'], ['D', 'AA1', 'R', 'K'], ['D', 'AA1', 'K', 'IH0', 'N'], ['AH0'], ['P', 'EH2', 'S', 'T', 'IH0', 'T', 'EH1', 'N', 'SH', 'AH0', 'L'], ['P', 'R', 'IH1', 'Z', 'AH0', 'N'], ['W', 'IH1', 'DH'], ['AH0'], ['L', 'AY1', 'F', 'L', 'AO1', 'NG'], ['L', 'AA1', 'K', 'AH0', 'W', 'EY2', 'T', 'IH0', 'NG'], ['DH', 'AH0'], ['S', 'EH0', 'N', 'S', 'EY1', 'SH', 'AH0', 'N'], ['AH1', 'V'], ['AH0'], ['SH', 'AO1', 'R', 'T'], ['SH', 'AA1', 'R', 'P'], ['SH', 'AA1', 'K', 'F', 'R', 'AH0', 'M'], ['AH0'], ['CH', 'IY1', 'P'], ['AH0', 'N', 'D'], ['CH', 'IH1', 'P', 'IY0'], ['CH', 'AA1', 'P', 'ER0'], ['AA1', 'N'], ['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['B', 'L', 'AA1', 'K'], ['T', 'UW1'], ['S', 'IH1', 'T'], ['IH0', 'N'], ['S', 'AA1', 'L', 'AH0', 'M'], ['S', 'AY1', 'L', 'AH0', 'N', 'S'], ['IH0', 'N'], ['AH0'], ['D', 'AH1', 'L'], ['D', 'AA1', 'R', 'K'], ['D', 'AA1', 'K', 'IH0', 'N'], ['AH0'], ['P', 'EH2', 'S', 'T', 'IH0', 'T', 'EH1', 'N', 'SH', 'AH0', 'L'], ['P', 'R', 'IH1', 'Z', 'AH0', 'N'], ['W', 'IH1', 'DH'], ['AH0'], ['L', 'AY1', 'F', 'L', 'AO1', 'NG'], ['L', 'AA1', 'K', 'AH0', 'W', 'EY2', 'T', 'IH0', 'NG'], ['DH', 'AH0'], ['S', 'EH0', 'N', 'S', 'EY1', 'SH', 'AH0', 'N'], ['AH1', 'V'], ['AH0'], ['SH', 'AO1', 'R', 'T'], ['SH', 'AA1', 'R', 'P'], ['SH', 'AA1', 'K', 'F', 'R', 'AH0', 'M'], ['AH0'], ['CH', 'IY1', 'P'], ['AH0', 'N', 'D'], ['CH', 'IH1', 'P', 'IY0'], ['CH', 'AA1', 'P', 'ER0'], ['AA1', 'N'], ['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['B', 'L', 'AA1', 'K'], ['AH0'], ['D', 'AH1', 'L'], ['D', 'AA1', 'R', 'K'], ['D', 'AA1', 'K'], ['AH0'], ['L', 'AY1', 'F', 'L', 'AO1', 'NG'], ['L', 'AA1', 'K', 'AH0'], ['SH', 'AO1', 'R', 'T'], ['SH', 'AA1', 'R', 'P'], ['SH', 'AA1', 'K'], ['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['B', 'L', 'AA1', 'K', 'T', 'OW0'], ['S', 'IH1', 'T'], ['IH0', 'N'], ['S', 'AA1', 'L', 'AH0', 'M'], ['S', 'AY1', 'L', 'AH0', 'N', 'S'], ['IH0', 'N'], ['AH0'], ['P', 'EH2', 'S', 'T', 'IH0', 'T', 'EH1', 'N', 'SH', 'AH0', 'L'], ['P', 'R', 'IH1', 'Z', 'AH0', 'N', 'AH0', 'N', 'D'], ['AH0', 'W', 'EY1', 'T', 'IH0', 'NG'], ['DH', 'AH0'], ['S', 'EH0', 'N', 'S', 'EY1', 'SH', 'AH0', 'N'], ['F', 'R', 'AH1', 'M'], ['AH0'], ['CH', 'IY1', 'P'], ['AH0', 'N', 'D'], ['CH', 'IH1', 'P', 'IY0'], ['CH', 'AA1', 'P', 'ER0'], ['AA1', 'N'], ['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['B', 'L', 'AA1', 'K']]","['T000', 'S300', 'I500', 'S450', 'S452', 'I500', 'A000', 'D400', 'D620', 'D250', 'A000', 'P234', 'P625', 'W300', 'A000', 'L145', 'L235', 'T000', 'S523', 'O100', 'A000', 'S630', 'S610', 'S216', 'A000', 'C100', 'A530', 'C100', 'C160', 'O500', 'A000', 'B200', 'B420', 'B420', 'T000', 'S300', 'I500', 'S450', 'S452', 'I500', 'A000', 'D400', 'D620', 'D250', 'A000', 'P234', 'P625', 'W300', 'A000', 'L145', 'L235', 'T000', 'S523', 'O100', 'A000', 'S630', 'S610', 'S216', 'A000', 'C100', 'A530', 'C100', 'C160', 'O500', 'A000', 'B200', 'B420', 'B420', 'A000', 'D400', 'D620', 'D200', 'A000', 'L145', 'L200', 'S630', 'S610', 'S200', 'A000', 'B200', 'B420', 'B423', 'S300', 'I500', 'S450', 'S452', 'I500', 'A000', 'P234', 'P625', 'A352', 'T000', 'S523', 'F650', 'A000', 'C100', 'A530', 'C100', 'C160', 'O500', 'A000', 'B200', 'B420', 'B420']","{'T000': 5, 'S300': 3, 'I500': 6, 'S450': 3, 'S452': 3, 'A000': 18, 'D400': 3, 'D620': 3, 'D250': 2, 'P234': 3, 'P625': 3, 'W300': 2, 'L145': 3, 'L235': 2, 'S523': 3, 'O100': 2, 'S630': 3, 'S610': 3, 'S216': 2, 'C100': 6, 'A530': 3, 'C160': 3, 'O500': 3, 'B200': 4, 'B420': 7, 'D200': 1, 'L200': 1, 'S200': 1, 'B423': 1, 'A352': 1, 'F650': 1}","{'T': 18, 'UW1': 2, 'S': 21, 'IH1': 15, 'IH0': 14, 'N': 30, 'AA1': 28, 'L': 29, 'AH0': 46, 'M': 6, 'AY1': 6, 'D': 13, 'AH1': 6, 'R': 15, 'K': 20, 'P': 18, 'EH2': 3, 'EH1': 3, 'SH': 15, 'Z': 3, 'W': 5, 'DH': 5, 'F': 6, 'AO1': 6, 'NG': 6, 'EY2': 2, 'EH0': 3, 'EY1': 4, 'V': 2, 'CH': 9, 'IY1': 3, 'IY0': 3, 'ER0': 3, 'B': 12, 'G': 4, 'AE1': 4, 'OW0': 1}",3,104,"[2, 3, 2, 6, 7, 2, 1, 5, 4, 7, 1, 12, 7, 4, 1, 9, 13, 3, 9, 2, 1, 6, 5, 10, 1, 5, 3, 6, 7, 2, 1, 3, 5, 6, 2, 3, 2, 6, 7, 2, 1, 5, 4, 7, 1, 12, 7, 4, 1, 9, 13, 3, 9, 2, 1, 6, 5, 10, 1, 5, 3, 6, 7, 2, 1, 3, 5, 6, 1, 5, 4, 5, 1, 9, 6, 6, 5, 6, 1, 3, 5, 8, 3, 2, 6, 7, 2, 1, 12, 10, 8, 3, 9, 4, 1, 5, 3, 6, 7, 2, 1, 3, 5, 6]",9.365292159763314
"Picky people pick Peter Pan Peanut-Butter, 'tis the peanut-butter picky people pick.","[['P', 'IH1', 'K', 'IY0'], ['P', 'IY1', 'P', 'AH0', 'L'], ['P', 'IH1', 'K'], ['P', 'IY1', 'T', 'ER0'], ['P', 'AE1', 'N'], ['P', 'IY2', 'N', 'AH1', 'K', 'AH0', 'T', 'ER0', 'T'], ['T', 'IH1', 'Z'], ['DH', 'AH0'], ['P', 'IY2', 'N', 'AH1', 'K', 'AH0', 'T', 'ER0', 'T'], ['P', 'IH1', 'K', 'IY0'], ['P', 'IY1', 'P', 'AH0', 'L'], ['P', 'IH1', 'K']]","['P200', 'P140', 'P200', 'P360', 'P500', 'P531', 'T200', 'T000', 'P531', 'P200', 'P140', 'P200']","{'P200': 4, 'P140': 2, 'P360': 1, 'P500': 1, 'P531': 2, 'T200': 1, 'T000': 1}","{'P': 12, 'IH1': 5, 'K': 6, 'IY0': 2, 'IY1': 3, 'AH0': 5, 'L': 2, 'T': 6, 'ER0': 3, 'AE1': 1, 'N': 3, 'IY2': 2, 'AH1': 2, 'Z': 1, 'DH': 1}",1,12,"[5, 6, 4, 5, 3, 14, 4, 3, 13, 5, 6, 5]",11.909722222222223
"If Stu chews shoes, should Stu choose the shoes he chews?","[['IH1', 'F'], ['S', 'T', 'UW1'], ['CH', 'UW1', 'Z'], ['SH', 'UW1', 'Z'], ['SH', 'UH1', 'D'], ['S', 'T', 'UW1'], ['CH', 'UW1', 'Z'], ['DH', 'AH0'], ['SH', 'UW1', 'Z'], ['HH', 'IY1'], ['CH', 'UW1', 'Z']]","['I100', 'S300', 'C200', 'S200', 'S430', 'S300', 'C200', 'T000', 'S200', 'H000', 'C200']","{'I100': 1, 'S300': 2, 'C200': 3, 'S200': 2, 'S430': 1, 'T000': 1, 'H000': 1}","{'IH1': 1, 'F': 1, 'S': 2, 'T': 2, 'UW1': 7, 'CH': 3, 'Z': 5, 'SH': 3, 'UH1': 1, 'D': 1, 'DH': 1, 'AH0': 1, 'HH': 1, 'IY1': 1}",1,11,"[2, 3, 5, 6, 6, 3, 6, 3, 5, 2, 6]",2.5619834710743805
Luke Luck likes lakes.Luke's duck likes lakes.Luke Luck licks lakes.Luck's duck licks lakes.Duck takes licks in lakes Luke Luck likes.Luke Luck takes licks in lakes duck likes.,"[['L', 'UW1', 'K'], ['L', 'AH1', 'K'], ['L', 'AY1', 'K', 'S'], ['L', 'EY1', 'K', 'S', 'AH0', 'L', 'AH0', 'K', 'S'], ['D', 'AH1', 'K'], ['L', 'AY1', 'K', 'S'], ['L', 'EY1', 'K', 'S', 'AH0', 'L', 'K', 'UW2'], ['L', 'AH1', 'K'], ['L', 'IH1', 'K', 'S'], ['L', 'EY1', 'K', 'S', 'AH0', 'L', 'AH0', 'K', 'S'], ['D', 'AH1', 'K'], ['L', 'IH1', 'K', 'S'], ['L', 'EY1', 'K', 'D', 'S', 'AH2', 'K'], ['T', 'EY1', 'K', 'S'], ['L', 'IH1', 'K', 'S'], ['IH0', 'N'], ['L', 'EY1', 'K', 'S'], ['L', 'UW1', 'K'], ['L', 'AH1', 'K'], ['L', 'AY1', 'K', 'S', 'AH0', 'L', 'UW2', 'K'], ['L', 'AH1', 'K'], ['T', 'EY1', 'K', 'S'], ['L', 'IH1', 'K', 'S'], ['IH0', 'N'], ['L', 'EY1', 'K', 'S'], ['D', 'AH1', 'K'], ['L', 'AY1', 'K', 'S']]","['L200', 'L200', 'L220', 'L224', 'D200', 'L220', 'L224', 'L200', 'L200', 'L224', 'D200', 'L200', 'L223', 'T220', 'L200', 'I500', 'L220', 'L200', 'L200', 'L224', 'L200', 'T220', 'L200', 'I500', 'L220', 'D200', 'L220']","{'L200': 10, 'L220': 5, 'L224': 4, 'D200': 3, 'L223': 1, 'T220': 2, 'I500': 2}","{'L': 24, 'UW1': 2, 'K': 30, 'AH1': 7, 'AY1': 4, 'S': 18, 'EY1': 8, 'AH0': 6, 'D': 4, 'UW2': 2, 'IH1': 4, 'AH2': 1, 'T': 2, 'IH0': 2, 'N': 2}",1,27,"[4, 4, 5, 12, 4, 5, 10, 4, 5, 12, 4, 5, 10, 5, 5, 2, 5, 4, 4, 10, 4, 5, 5, 2, 5, 4, 6]",7.135802469135802
Seventy seven benevolent elephants,"[['S', 'EH1', 'V', 'AH0', 'N', 'T', 'IY0'], ['S', 'EH1', 'V', 'AH0', 'N'], ['B', 'AH0', 'N', 'EH1', 'V', 'AH0', 'L', 'AH0', 'N', 'T'], ['EH1', 'L', 'AH0', 'F', 'AH0', 'N', 'T', 'S']]","['S153', 'S150', 'B514', 'E415']","{'S153': 1, 'S150': 1, 'B514': 1, 'E415': 1}","{'S': 3, 'EH1': 4, 'V': 3, 'AH0': 7, 'N': 5, 'T': 3, 'IY0': 1, 'B': 1, 'L': 2, 'F': 1}",1,4,"[7, 5, 10, 9]",3.6875
There those thousand thinkers were thinking how did the other three thieves go through.,"[['DH', 'EH1', 'R'], ['DH', 'OW1', 'Z'], ['TH', 'AW1', 'Z', 'AH0', 'N', 'D'], ['TH', 'IH1', 'NG', 'K', 'ER0', 'Z'], ['W', 'ER0'], ['TH', 'IH1', 'NG', 'K', 'IH0', 'NG'], ['HH', 'AW1'], ['D', 'IH1', 'D'], ['DH', 'AH0'], ['AH1', 'DH', 'ER0'], ['TH', 'R', 'IY1'], ['TH', 'IY1', 'V', 'Z'], ['G', 'OW1'], ['TH', 'R', 'UW1']]","['T600', 'T200', 'T253', 'T526', 'W600', 'T525', 'H000', 'D300', 'T000', 'O360', 'T600', 'T120', 'G000', 'T620']","{'T600': 2, 'T200': 1, 'T253': 1, 'T526': 1, 'W600': 1, 'T525': 1, 'H000': 1, 'D300': 1, 'T000': 1, 'O360': 1, 'T120': 1, 'G000': 1, 'T620': 1}","{'DH': 4, 'EH1': 1, 'R': 3, 'OW1': 2, 'Z': 4, 'TH': 6, 'AW1': 2, 'AH0': 2, 'N': 1, 'D': 3, 'IH1': 3, 'NG': 3, 'K': 2, 'ER0': 3, 'W': 1, 'IH0': 1, 'HH': 1, 'AH1': 1, 'IY1': 2, 'V': 1, 'G': 1, 'UW1': 1}",1,14,"[5, 5, 8, 8, 4, 8, 3, 3, 3, 5, 5, 7, 2, 8]",4.346938775510204
Santa's Short Suit Shrunk,"[['S', 'AE1', 'N', 'T', 'AH0', 'S'], ['SH', 'AO1', 'R', 'T'], ['S', 'UW1', 'T'], ['SH', 'R', 'AH1', 'NG', 'K']]","['S532', 'S630', 'S300', 'S652']","{'S532': 1, 'S630': 1, 'S300': 1, 'S652': 1}","{'S': 3, 'AE1': 1, 'N': 1, 'T': 3, 'AH0': 1, 'SH': 2, 'AO1': 1, 'R': 2, 'UW1': 1, 'AH1': 1, 'NG': 1, 'K': 1}",1,4,"[7, 5, 4, 6]",1.25
I was born on a pirate ship,"[['AY1'], ['W', 'AA1', 'Z'], ['B', 'AO1', 'R', 'N'], ['AA1', 'N'], ['AH0'], ['P', 'AY1', 'R', 'AH0', 'T'], ['SH', 'IH1', 'P']]","['I000', 'W200', 'B650', 'O500', 'A000', 'P630', 'S100']","{'I000': 1, 'W200': 1, 'B650': 1, 'O500': 1, 'A000': 1, 'P630': 1, 'S100': 1}","{'AY1': 2, 'W': 1, 'AA1': 2, 'Z': 1, 'B': 1, 'AO1': 1, 'R': 2, 'N': 2, 'AH0': 2, 'P': 2, 'T': 1, 'SH': 1, 'IH1': 1}",1,7,"[1, 3, 4, 2, 1, 6, 4]",2.857142857142857
"I scream, you scream, we all scream for ice cream!","[['AY1'], ['S', 'K', 'R', 'IY1', 'M'], ['Y', 'UW1'], ['S', 'K', 'R', 'IY1', 'M'], ['W', 'IY1'], ['AO1', 'L'], ['S', 'K', 'R', 'IY1', 'M'], ['F', 'AO1', 'R'], ['AY1', 'S'], ['K', 'R', 'IY1', 'M']]","['I000', 'S265', 'Y000', 'S265', 'W000', 'A400', 'S265', 'F600', 'I200', 'C650']","{'I000': 1, 'S265': 3, 'Y000': 1, 'W000': 1, 'A400': 1, 'F600': 1, 'I200': 1, 'C650': 1}","{'AY1': 2, 'S': 4, 'K': 4, 'R': 5, 'IY1': 5, 'M': 4, 'Y': 1, 'UW1': 1, 'W': 1, 'AO1': 2, 'L': 1, 'F': 1}",1,10,"[1, 7, 3, 7, 2, 3, 6, 3, 3, 6]",4.29
Wayne went to Wales to watch walruses.,"[['W', 'EY1', 'N'], ['W', 'EH1', 'N', 'T'], ['T', 'UW1'], ['W', 'EY1', 'L', 'Z'], ['T', 'UW1'], ['W', 'AA1', 'CH'], ['W', 'AA1', 'L', 'R', 'AH0', 'S', 'IH0', 'Z']]","['W500', 'W530', 'T000', 'W420', 'T000', 'W320', 'W462']","{'W500': 1, 'W530': 1, 'T000': 2, 'W420': 1, 'W320': 1, 'W462': 1}","{'W': 5, 'EY1': 2, 'N': 2, 'EH1': 1, 'T': 3, 'UW1': 2, 'L': 2, 'Z': 2, 'AA1': 2, 'CH': 1, 'R': 1, 'AH0': 1, 'S': 1, 'IH0': 1}",1,7,"[5, 4, 2, 5, 2, 5, 9]",4.816326530612245
"In 'ertford, 'ereford and 'ampshire, 'urricanes 'ardly Hever 'appen.","[['IH0', 'N'], ['ER1', 'T', 'F', 'ER0', 'D'], ['EH1', 'R', 'AH0', 'F', 'ER0', 'D'], ['AH0', 'N', 'D'], ['AE1', 'M', 'P', 'SH', 'ER0'], ['EH1', 'R', 'AH0', 'K', 'EY2', 'N', 'Z'], ['AA1', 'R', 'D', 'L', 'IY0'], ['HH', 'EH1', 'V', 'ER0'], ['AE1', 'P', 'AH0', 'N']]","['I500', 'E631', 'E616', 'A530', 'A512', 'U625', 'A634', 'H160', 'A150']","{'I500': 1, 'E631': 1, 'E616': 1, 'A530': 1, 'A512': 1, 'U625': 1, 'A634': 1, 'H160': 1, 'A150': 1}","{'IH0': 1, 'N': 4, 'ER1': 1, 'T': 1, 'F': 2, 'ER0': 4, 'D': 4, 'EH1': 3, 'R': 3, 'AH0': 4, 'AE1': 2, 'M': 1, 'P': 2, 'SH': 1, 'K': 1, 'EY2': 1, 'Z': 1, 'AA1': 1, 'L': 1, 'IY0': 1, 'HH': 1, 'V': 1}",1,9,"[2, 9, 8, 3, 10, 10, 6, 5, 7]",7.555555555555555
One-one was a race horse. Two-two was one too. One-one won one race. Two-two won one too.,"[['W', 'AH1', 'N', 'IY0', 'OW2', 'N'], ['W', 'AA1', 'Z'], ['AH0'], ['R', 'EY1', 'S'], ['HH', 'AO1', 'R', 'S'], ['T', 'W', 'AA1', 'T', 'W', 'AA2'], ['W', 'AA1', 'Z'], ['W', 'AH1', 'N'], ['T', 'UW1'], ['W', 'AH1', 'N', 'IY0', 'OW2', 'N'], ['W', 'AH1', 'N'], ['W', 'AH1', 'N'], ['R', 'EY1', 'S'], ['T', 'W', 'AA1', 'T', 'W', 'AA2'], ['W', 'AH1', 'N'], ['W', 'AH1', 'N'], ['T', 'UW1']]","['O550', 'W200', 'A000', 'R200', 'H620', 'T300', 'W200', 'O500', 'T000', 'O550', 'W500', 'O500', 'R200', 'T300', 'W500', 'O500', 'T000']","{'O550': 2, 'W200': 2, 'A000': 1, 'R200': 2, 'H620': 1, 'T300': 2, 'O500': 3, 'T000': 2, 'W500': 2}","{'W': 13, 'AH1': 7, 'N': 9, 'IY0': 2, 'OW2': 2, 'AA1': 4, 'Z': 2, 'AH0': 1, 'R': 3, 'EY1': 2, 'S': 3, 'HH': 1, 'AO1': 1, 'T': 6, 'AA2': 2, 'UW1': 2}",4,17,"[7, 3, 1, 4, 6, 7, 3, 3, 4, 7, 3, 3, 5, 7, 3, 3, 4]",3.26643598615917
Eleven benevolent elephants,"[['IH0', 'L', 'EH1', 'V', 'AH0', 'N'], ['B', 'AH0', 'N', 'EH1', 'V', 'AH0', 'L', 'AH0', 'N', 'T'], ['EH1', 'L', 'AH0', 'F', 'AH0', 'N', 'T', 'S']]","['E415', 'B514', 'E415']","{'E415': 2, 'B514': 1}","{'IH0': 1, 'L': 3, 'EH1': 3, 'V': 2, 'AH0': 6, 'N': 4, 'B': 1, 'T': 2, 'F': 1, 'S': 1}",1,3,"[6, 10, 9]",2.888888888888889
"Celibate celebrant, celibate celebrant, celibate celebrant.","[['S', 'EH1', 'L', 'IH0', 'B', 'AH0', 'T'], ['S', 'EH1', 'L', 'AH0', 'B', 'R', 'AH0', 'N', 'T'], ['S', 'EH1', 'L', 'IH0', 'B', 'AH0', 'T'], ['S', 'EH1', 'L', 'AH0', 'B', 'R', 'AH0', 'N', 'T'], ['S', 'EH1', 'L', 'IH0', 'B', 'AH0', 'T'], ['S', 'EH1', 'L', 'AH0', 'B', 'R', 'AH0', 'N', 'T']]","['C413', 'C416', 'C413', 'C416', 'C413', 'C416']","{'C413': 3, 'C416': 3}","{'S': 6, 'EH1': 6, 'L': 6, 'IH0': 3, 'B': 6, 'AH0': 9, 'T': 6, 'R': 3, 'N': 3}",1,6,"[8, 10, 8, 10, 8, 10]",1.0
Willy's real rear wheel,"[['W', 'IH1', 'L', 'IY0', 'Z'], ['R', 'IY1', 'L'], ['R', 'IH1', 'R'], ['W', 'IY1', 'L']]","['W420', 'R400', 'R600', 'W400']","{'W420': 1, 'R400': 1, 'R600': 1, 'W400': 1}","{'W': 2, 'IH1': 2, 'L': 3, 'IY0': 1, 'Z': 1, 'R': 3, 'IY1': 2}",1,4,"[7, 4, 4, 5]",1.5
If Pickford's packers packed a packet of crisps would the packet of crisps that Pickford's packers packed survive for two and a half years?,"[['IH1', 'F'], ['P', 'IH1', 'K', 'F', 'ER0', 'D', 'Z'], ['P', 'AE1', 'K', 'ER0', 'Z'], ['P', 'AE1', 'K', 'T'], ['AH0'], ['P', 'AE1', 'K', 'AH0', 'T'], ['AH1', 'V'], ['K', 'R', 'IH1', 'S', 'P', 'S'], ['W', 'UH1', 'D'], ['DH', 'AH0'], ['P', 'AE1', 'K', 'AH0', 'T'], ['AH1', 'V'], ['K', 'R', 'IH1', 'S', 'P', 'S'], ['DH', 'AE1', 'T'], ['P', 'IH1', 'K', 'F', 'ER0', 'D', 'Z'], ['P', 'AE1', 'K', 'ER0', 'Z'], ['P', 'AE1', 'K', 'T'], ['S', 'ER0', 'V', 'AY1', 'V'], ['F', 'AO1', 'R'], ['T', 'UW1'], ['AH0', 'N', 'D'], ['AH0'], ['HH', 'AE1', 'F'], ['Y', 'IH1', 'R', 'Z']]","['I100', 'P216', 'P262', 'P230', 'A000', 'P230', 'O100', 'C621', 'W430', 'T000', 'P230', 'O100', 'C621', 'T300', 'P216', 'P262', 'P230', 'S611', 'F600', 'T000', 'A530', 'A000', 'H410', 'Y620']","{'I100': 1, 'P216': 2, 'P262': 2, 'P230': 4, 'A000': 2, 'O100': 2, 'C621': 2, 'W430': 1, 'T000': 2, 'T300': 1, 'S611': 1, 'F600': 1, 'A530': 1, 'H410': 1, 'Y620': 1}","{'IH1': 6, 'F': 5, 'P': 10, 'K': 10, 'ER0': 5, 'D': 4, 'Z': 5, 'AE1': 8, 'T': 6, 'AH0': 6, 'AH1': 2, 'V': 4, 'R': 4, 'S': 5, 'W': 1, 'UH1': 1, 'DH': 2, 'AY1': 1, 'AO1': 1, 'UW1': 1, 'N': 1, 'HH': 1, 'Y': 1}",1,24,"[2, 10, 7, 6, 1, 6, 2, 6, 5, 3, 6, 2, 6, 4, 10, 7, 6, 7, 3, 3, 3, 1, 4, 6]",6.055555555555556
Six sleek swans swam swiftly southwards,"[['S', 'IH1', 'K', 'S'], ['S', 'L', 'IY1', 'K'], ['S', 'W', 'AA1', 'N', 'Z'], ['S', 'W', 'AE1', 'M'], ['S', 'W', 'IH1', 'F', 'T', 'L', 'IY0'], ['S', 'AW1', 'TH', 'W', 'ER0', 'D', 'Z']]","['S200', 'S420', 'S520', 'S500', 'S134', 'S363']","{'S200': 1, 'S420': 1, 'S520': 1, 'S500': 1, 'S134': 1, 'S363': 1}","{'S': 7, 'IH1': 2, 'K': 2, 'L': 2, 'IY1': 1, 'W': 4, 'AA1': 1, 'N': 1, 'Z': 2, 'AE1': 1, 'M': 1, 'F': 1, 'T': 1, 'IY0': 1, 'AW1': 1, 'TH': 1, 'ER0': 1, 'D': 1}",1,6,"[3, 5, 5, 4, 7, 10]",5.222222222222222
Gobbling gorgoyles gobbled gobbling goblins.,"[['G', 'AA1', 'B', 'AH0', 'L', 'IH0', 'NG'], ['G', 'AO1', 'R', 'G', 'OW2', 'L', 'Z'], ['G', 'AA1', 'B', 'AH0', 'L', 'D'], ['G', 'AA1', 'B', 'AH0', 'L', 'IH0', 'NG'], ['G', 'AA1', 'B', 'L', 'IH0', 'N', 'Z']]","['G145', 'G624', 'G143', 'G145', 'G145']","{'G145': 3, 'G624': 1, 'G143': 1}","{'G': 6, 'AA1': 4, 'B': 4, 'AH0': 3, 'L': 5, 'IH0': 3, 'NG': 2, 'AO1': 1, 'R': 1, 'OW2': 1, 'Z': 2, 'D': 1, 'N': 1}",1,5,"[8, 9, 7, 8, 8]",0.4
Did Dick Pickens prick his pinkie pickling cheap cling peaches in an inch of Pinch or framing his famed French finch photos?,"[['D', 'IH1', 'D'], ['D', 'IH1', 'K'], ['P', 'IH1', 'K', 'AH0', 'N', 'Z'], ['P', 'R', 'IH1', 'K'], ['HH', 'IH1', 'Z'], ['P', 'IH1', 'NG', 'K', 'IY0'], ['P', 'IH1', 'K', 'L', 'IH0', 'NG'], ['CH', 'IY1', 'P'], ['K', 'L', 'IH1', 'NG'], ['P', 'IY1', 'CH', 'AH0', 'Z'], ['IH0', 'N'], ['AE1', 'N'], ['IH1', 'N', 'CH'], ['AH1', 'V'], ['P', 'IH1', 'N', 'CH'], ['AO1', 'R'], ['F', 'R', 'EY1', 'M', 'IH0', 'NG'], ['HH', 'IH1', 'Z'], ['F', 'EY1', 'M', 'D'], ['F', 'R', 'EH1', 'N', 'CH'], ['F', 'IH1', 'N', 'CH'], ['F', 'OW1', 'T', 'OW2', 'Z']]","['D300', 'D200', 'P252', 'P620', 'H200', 'P520', 'P245', 'C100', 'C452', 'P220', 'I500', 'A500', 'I520', 'O100', 'P520', 'O600', 'F655', 'H200', 'F530', 'F652', 'F520', 'P320']","{'D300': 1, 'D200': 1, 'P252': 1, 'P620': 1, 'H200': 2, 'P520': 2, 'P245': 1, 'C100': 1, 'C452': 1, 'P220': 1, 'I500': 1, 'A500': 1, 'I520': 1, 'O100': 1, 'O600': 1, 'F655': 1, 'F530': 1, 'F652': 1, 'F520': 1, 'P320': 1}","{'D': 4, 'IH1': 12, 'K': 6, 'P': 7, 'AH0': 2, 'N': 7, 'Z': 5, 'R': 4, 'HH': 2, 'NG': 4, 'IY0': 1, 'L': 2, 'IH0': 3, 'CH': 6, 'IY1': 2, 'AE1': 1, 'AH1': 1, 'V': 1, 'AO1': 1, 'F': 5, 'EY1': 2, 'M': 2, 'EH1': 1, 'OW1': 1, 'T': 1, 'OW2': 1}",1,22,"[3, 4, 7, 5, 3, 6, 8, 5, 5, 7, 2, 2, 4, 2, 5, 2, 7, 3, 5, 6, 5, 7]",3.398760330578512
Pirates Private Property,"[['P', 'AY1', 'R', 'AH0', 'T', 'S'], ['P', 'R', 'AY1', 'V', 'AH0', 'T'], ['P', 'R', 'AA1', 'P', 'ER0', 'T', 'IY0']]","['P632', 'P613', 'P616']","{'P632': 1, 'P613': 1, 'P616': 1}","{'P': 4, 'AY1': 2, 'R': 3, 'AH0': 2, 'T': 3, 'S': 1, 'V': 1, 'AA1': 1, 'ER0': 1, 'IY0': 1}",1,3,"[7, 7, 8]",0.22222222222222224
