text,phonemes,soundex
If Pickford's packers packed a packet of crisps would the packet of crisps that Pickford's packers packed survive for two and a half years?,"[['IH1', 'F'], ['P', 'IH1', 'K', 'F', 'ER0', 'D', 'Z'], ['P', 'AE1', 'K', 'ER0', 'Z'], ['P', 'AE1', 'K', 'T'], ['AH0'], ['P', 'AE1', 'K', 'AH0', 'T'], ['AH1', 'V'], ['K', 'R', 'IH1', 'S', 'P', 'S'], ['W', 'UH1', 'D'], ['DH', 'AH0'], ['P', 'AE1', 'K', 'AH0', 'T'], ['AH1', 'V'], ['K', 'R', 'IH1', 'S', 'P', 'S'], ['DH', 'AE1', 'T'], ['P', 'IH1', 'K', 'F', 'ER0', 'D', 'Z'], ['P', 'AE1', 'K', 'ER0', 'Z'], ['P', 'AE1', 'K', 'T'], ['S', 'ER0', 'V', 'AY1', 'V'], ['F', 'AO1', 'R'], ['T', 'UW1'], ['AH0', 'N', 'D'], ['AH0'], ['HH', 'AE1', 'F'], ['Y', 'IH1', 'R', 'Z']]","['I100', 'P216', 'P262', 'P230', 'A000', 'P230', 'O100', 'C621', 'W430', 'T000', 'P230', 'O100', 'C621', 'T300', 'P216', 'P262', 'P230', 'S611', 'F600', 'T000', 'A530', 'A000', 'H410', 'Y620']"
Six sleek swans swam swiftly southwards,"[['S', 'IH1', 'K', 'S'], ['S', 'L', 'IY1', 'K'], ['S', 'W', 'AA1', 'N', 'Z'], ['S', 'W', 'AE1', 'M'], ['S', 'W', 'IH1', 'F', 'T', 'L', 'IY0'], ['S', 'AW1', 'TH', 'W', 'ER0', 'D', 'Z']]","['S200', 'S420', 'S520', 'S500', 'S134', 'S363']"
Gobbling gorgoyles gobbled gobbling goblins.,"[['G', 'AA1', 'B', 'AH0', 'L', 'IH0', 'NG'], ['G', 'AO1', 'R', 'G', 'OW2', 'L', 'Z'], ['G', 'AA1', 'B', 'AH0', 'L', 'D'], ['G', 'AA1', 'B', 'AH0', 'L', 'IH0', 'NG'], ['G', 'AA1', 'B', 'L', 'IH0', 'N', 'Z']]","['G145', 'G624', 'G143', 'G145', 'G145']"
Did Dick Pickens prick his pinkie pickling cheap cling peaches in an inch of Pinch or framing his famed French finch photos?,"[['D', 'IH1', 'D'], ['D', 'IH1', 'K'], ['P', 'IH1', 'K', 'AH0', 'N', 'Z'], ['P', 'R', 'IH1', 'K'], ['HH', 'IH1', 'Z'], ['P', 'IH1', 'NG', 'K', 'IY0'], ['P', 'IH1', 'K', 'L', 'IH0', 'NG'], ['CH', 'IY1', 'P'], ['K', 'L', 'IH1', 'NG'], ['P', 'IY1', 'CH', 'AH0', 'Z'], ['IH0', 'N'], ['AE1', 'N'], ['IH1', 'N', 'CH'], ['AH1', 'V'], ['P', 'IH1', 'N', 'CH'], ['AO1', 'R'], ['F', 'R', 'EY1', 'M', 'IH0', 'NG'], ['HH', 'IH1', 'Z'], ['F', 'EY1', 'M', 'D'], ['F', 'R', 'EH1', 'N', 'CH'], ['F', 'IH1', 'N', 'CH'], ['F', 'OW1', 'T', 'OW2', 'Z']]","['D300', 'D200', 'P252', 'P620', 'H200', 'P520', 'P245', 'C100', 'C452', 'P220', 'I500', 'A500', 'I520', 'O100', 'P520', 'O600', 'F655', 'H200', 'F530', 'F652', 'F520', 'P320']"
Pirates Private Property,"[['P', 'AY1', 'R', 'AH0', 'T', 'S'], ['P', 'R', 'AY1', 'V', 'AH0', 'T'], ['P', 'R', 'AA1', 'P', 'ER0', 'T', 'IY0']]","['P632', 'P613', 'P616']"
"What a terrible tongue twister, what a terrible tongue twister, what a terrible tongue twister.","[['W', 'AH1', 'T'], ['AH0'], ['T', 'EH1', 'R', 'AH0', 'B', 'AH0', 'L'], ['T', 'AH1', 'NG'], ['T', 'W', 'IH1', 'S', 'T', 'ER0'], ['W', 'AH1', 'T'], ['AH0'], ['T', 'EH1', 'R', 'AH0', 'B', 'AH0', 'L'], ['T', 'AH1', 'NG'], ['T', 'W', 'IH1', 'S', 'T', 'ER0'], ['W', 'AH1', 'T'], ['AH0'], ['T', 'EH1', 'R', 'AH0', 'B', 'AH0', 'L'], ['T', 'AH1', 'NG'], ['T', 'W', 'IH1', 'S', 'T', 'ER0']]","['W300', 'A000', 'T614', 'T520', 'T236', 'W300', 'A000', 'T614', 'T520', 'T236', 'W300', 'A000', 'T614', 'T520', 'T236']"
When you write copy you have the right to copyright the copy you write. ,"[['W', 'EH1', 'N'], ['Y', 'UW1'], ['R', 'AY1', 'T'], ['K', 'AA1', 'P', 'IY0'], ['Y', 'UW1'], ['HH', 'AE1', 'V'], ['DH', 'AH0'], ['R', 'AY1', 'T'], ['T', 'UW1'], ['K', 'AA1', 'P', 'IY0', 'R', 'AY2', 'T'], ['DH', 'AH0'], ['K', 'AA1', 'P', 'IY0'], ['Y', 'UW1'], ['R', 'AY1', 'T']]","['W500', 'Y000', 'W630', 'C100', 'Y000', 'H100', 'T000', 'R230', 'T000', 'C162', 'T000', 'C100', 'Y000', 'W630']"
A big black bug bit a big black dog on his big black nose!,"[['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['B', 'AH1', 'G'], ['B', 'IH1', 'T'], ['AH0'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['D', 'AO1', 'G'], ['AA1', 'N'], ['HH', 'IH1', 'Z'], ['B', 'IH1', 'G'], ['B', 'L', 'AE1', 'K'], ['N', 'OW1', 'Z']]","['A000', 'B200', 'B420', 'B200', 'B300', 'A000', 'B200', 'B420', 'D200', 'O500', 'H200', 'B200', 'B420', 'N200']"
Elizabeth's birthday is on the third Thursday of this month.,"[['EH2', 'L', 'IH0', 'Z', 'AH0', 'B', 'AE1', 'TH', 'S'], ['B', 'ER1', 'TH', 'D', 'EY2'], ['IH1', 'Z'], ['AA1', 'N'], ['DH', 'AH0'], ['TH', 'ER1', 'D'], ['TH', 'ER1', 'Z', 'D', 'EY2'], ['AH1', 'V'], ['DH', 'IH1', 'S'], ['M', 'AH1', 'N', 'TH']]","['E421', 'B630', 'I200', 'O500', 'T000', 'T630', 'T623', 'O100', 'T200', 'M530']"
Ann and Andy's anniversary is in April.,"[['AE1', 'N'], ['AH0', 'N', 'D'], ['AE1', 'N', 'D', 'IY0', 'Z'], ['AE2', 'N', 'AH0', 'V', 'ER1', 'S', 'ER0', 'IY0'], ['IH1', 'Z'], ['IH0', 'N'], ['EY1', 'P', 'R', 'AH0', 'L']]","['A500', 'A530', 'A532', 'A516', 'I200', 'I500', 'A164']"
Flash message!,"[['F', 'L', 'AE1', 'SH'], ['M', 'EH1', 'S', 'AH0', 'JH']]","['F420', 'M220']"
"Frog feet, flippers, swimfins.","[['F', 'R', 'AA1', 'G'], ['F', 'IY1', 'T'], ['F', 'L', 'IH1', 'P', 'ER0', 'Z'], ['S', 'W', 'IH1', 'M', 'F', 'IH0', 'N', 'Z']]","['F620', 'F300', 'F416', 'S515']"
"Hassock hassock, black spotted hassock. Black spot on a black back of a black spotted hassock.","[['HH', 'AE1', 'S', 'AH0', 'K'], ['HH', 'AE1', 'S', 'AH0', 'K'], ['B', 'L', 'AE1', 'K'], ['S', 'P', 'AA1', 'T', 'AH0', 'D'], ['HH', 'AE1', 'S', 'AH0', 'K'], ['B', 'L', 'AE1', 'K'], ['S', 'P', 'AA1', 'T'], ['AA1', 'N'], ['AH0'], ['B', 'L', 'AE1', 'K'], ['B', 'AE1', 'K'], ['AH1', 'V'], ['AH0'], ['B', 'L', 'AE1', 'K'], ['S', 'P', 'AA1', 'T', 'AH0', 'D'], ['HH', 'AE1', 'S', 'AH0', 'K']]","['H220', 'H220', 'B420', 'S133', 'H220', 'B420', 'S130', 'O500', 'A000', 'B420', 'B200', 'O100', 'A000', 'B420', 'S133', 'H220']"
How many cookies could a good cook cook If a good cook could cook cookies? A good cook could cook as much cookies as a good cook who could cook cookies.,"[['HH', 'AW1'], ['M', 'EH1', 'N', 'IY0'], ['K', 'UH1', 'K', 'IY0', 'Z'], ['K', 'UH1', 'D'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'K'], ['IH1', 'F'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'K', 'IY0', 'Z'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'D'], ['K', 'UH1', 'K'], ['AE1', 'Z'], ['M', 'AH1', 'CH'], ['K', 'UH1', 'K', 'IY0', 'Z'], ['AE1', 'Z'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['HH', 'UW1'], ['K', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'K', 'IY0', 'Z']]","['H000', 'M500', 'C220', 'C430', 'A000', 'G300', 'C200', 'C200', 'I100', 'A000', 'G300', 'C200', 'C430', 'C200', 'C220', 'A000', 'G300', 'C200', 'C430', 'C200', 'A200', 'M200', 'C220', 'A200', 'A000', 'G300', 'C200', 'W000', 'C430', 'C200', 'C220']"
"How much ground would a groundhog hog, if a groundhog could hog ground? A groundhog would hog all the ground he could hog, if a groundhog could hog ground.","[['HH', 'AW1'], ['M', 'AH1', 'CH'], ['G', 'R', 'AW1', 'N', 'D'], ['W', 'UH1', 'D'], ['AH0'], ['G', 'R', 'AW1', 'N', 'D', 'HH', 'AA2', 'G'], ['HH', 'AA1', 'G'], ['IH1', 'F'], ['AH0'], ['G', 'R', 'AW1', 'N', 'D', 'HH', 'AA2', 'G'], ['K', 'UH1', 'D'], ['HH', 'AA1', 'G'], ['G', 'R', 'AW1', 'N', 'D'], ['AH0'], ['G', 'R', 'AW1', 'N', 'D', 'HH', 'AA2', 'G'], ['W', 'UH1', 'D'], ['HH', 'AA1', 'G'], ['AO1', 'L'], ['DH', 'AH0'], ['G', 'R', 'AW1', 'N', 'D'], ['HH', 'IY1'], ['K', 'UH1', 'D'], ['HH', 'AA1', 'G'], ['IH1', 'F'], ['AH0'], ['G', 'R', 'AW1', 'N', 'D', 'HH', 'AA2', 'G'], ['K', 'UH1', 'D'], ['HH', 'AA1', 'G'], ['G', 'R', 'AW1', 'N', 'D']]","['H000', 'M200', 'G653', 'W430', 'A000', 'G653', 'H200', 'I100', 'A000', 'G653', 'C430', 'H200', 'G653', 'A000', 'G653', 'W430', 'H200', 'A400', 'T000', 'G653', 'H000', 'C430', 'H200', 'I100', 'A000', 'G653', 'C430', 'H200', 'G653']"
"How much pot, could a pot roast roast, if a pot roast could roast pot.","[['HH', 'AW1'], ['M', 'AH1', 'CH'], ['P', 'AA1', 'T'], ['K', 'UH1', 'D'], ['AH0'], ['P', 'AA1', 'T'], ['R', 'OW1', 'S', 'T'], ['R', 'OW1', 'S', 'T'], ['IH1', 'F'], ['AH0'], ['P', 'AA1', 'T'], ['R', 'OW1', 'S', 'T'], ['K', 'UH1', 'D'], ['R', 'OW1', 'S', 'T'], ['P', 'AA1', 'T']]","['H000', 'M200', 'P300', 'C430', 'A000', 'P300', 'R230', 'R230', 'I100', 'A000', 'P300', 'R230', 'C430', 'R230', 'P300']"
"How much wood could Chuck Woods' woodchuck chuck, if Chuck Woods' woodchuck could and would chuck wood? If Chuck Woods' woodchuck could and would chuck wood, how much wood could and would Chuck Woods' woodchuck chuck? Chuck Woods' woodchuck would chuck, he would, as much as he could, and chuck as much wood as any woodchuck would, if a woodchuck could and would chuck wood.","[['HH', 'AW1'], ['M', 'AH1', 'CH'], ['W', 'UH1', 'D'], ['K', 'UH1', 'D'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D', 'Z'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['CH', 'AH1', 'K'], ['IH1', 'F'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D', 'Z'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['K', 'UH1', 'D'], ['AH0', 'N', 'D'], ['W', 'UH1', 'D'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D'], ['IH1', 'F'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D', 'Z'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['K', 'UH1', 'D'], ['AH0', 'N', 'D'], ['W', 'UH1', 'D'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D'], ['HH', 'AW1'], ['M', 'AH1', 'CH'], ['W', 'UH1', 'D'], ['K', 'UH1', 'D'], ['AH0', 'N', 'D'], ['W', 'UH1', 'D'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D', 'Z'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['CH', 'AH1', 'K'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D', 'Z'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['W', 'UH1', 'D'], ['CH', 'AH1', 'K'], ['HH', 'IY1'], ['W', 'UH1', 'D'], ['AE1', 'Z'], ['M', 'AH1', 'CH'], ['AE1', 'Z'], ['HH', 'IY1'], ['K', 'UH1', 'D'], ['AH0', 'N', 'D'], ['CH', 'AH1', 'K'], ['AE1', 'Z'], ['M', 'AH1', 'CH'], ['W', 'UH1', 'D'], ['AE1', 'Z'], ['EH1', 'N', 'IY0'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['W', 'UH1', 'D'], ['IH1', 'F'], ['AH0'], ['W', 'UH1', 'D', 'CH', 'AH2', 'K'], ['K', 'UH1', 'D'], ['AH0', 'N', 'D'], ['W', 'UH1', 'D'], ['CH', 'AH1', 'K'], ['W', 'UH1', 'D']]","['H000', 'M200', 'W300', 'C430', 'C200', 'W320', 'W322', 'C200', 'I100', 'C200', 'W320', 'W322', 'C430', 'A530', 'W430', 'C200', 'W300', 'I100', 'C200', 'W320', 'W322', 'C430', 'A530', 'W430', 'C200', 'W300', 'H000', 'M200', 'W300', 'C430', 'A530', 'W430', 'C200', 'W320', 'W322', 'C200', 'C200', 'W320', 'W322', 'W430', 'C200', 'H000', 'W430', 'A200', 'M200', 'A200', 'H000', 'C430', 'A530', 'C200', 'A200', 'M200', 'W300', 'A200', 'A500', 'W322', 'W430', 'I100', 'A000', 'W322', 'C430', 'A530', 'W430', 'C200', 'W300']"
Mary Mac's mother's making Mary Mac marry me. My mother's making me marry Mary Mac. Will I always be so Merry when Mary's taking care of me? Will I always be so merry when I marry Mary Mac?,"[['M', 'EH1', 'R', 'IY0'], ['M', 'AE1', 'K', 'S'], ['M', 'AH1', 'DH', 'ER0', 'Z'], ['M', 'EY1', 'K', 'IH0', 'NG'], ['M', 'EH1', 'R', 'IY0'], ['M', 'AE1', 'K'], ['M', 'EH1', 'R', 'IY0'], ['M', 'IY1'], ['M', 'AY1'], ['M', 'AH1', 'DH', 'ER0', 'Z'], ['M', 'EY1', 'K', 'IH0', 'NG'], ['M', 'IY1'], ['M', 'EH1', 'R', 'IY0'], ['M', 'EH1', 'R', 'IY0'], ['M', 'AE1', 'K'], ['W', 'IH1', 'L'], ['AY1'], ['AO1', 'L', 'W', 'EY2', 'Z'], ['B', 'IY1'], ['S', 'OW1'], ['M', 'EH1', 'R', 'IY0'], ['W', 'EH1', 'N'], ['M', 'EH1', 'R', 'IY0', 'Z'], ['T', 'EY1', 'K', 'IH0', 'NG'], ['K', 'EH1', 'R'], ['AH1', 'V'], ['M', 'IY1'], ['W', 'IH1', 'L'], ['AY1'], ['AO1', 'L', 'W', 'EY2', 'Z'], ['B', 'IY1'], ['S', 'OW1'], ['M', 'EH1', 'R', 'IY0'], ['W', 'EH1', 'N'], ['AY1'], ['M', 'EH1', 'R', 'IY0'], ['M', 'EH1', 'R', 'IY0'], ['M', 'AE1', 'K']]","['M600', 'M200', 'M362', 'M252', 'M600', 'M200', 'M600', 'M000', 'M000', 'M362', 'M252', 'M000', 'M600', 'M600', 'M200', 'W400', 'I000', 'A420', 'B000', 'S000', 'M600', 'W500', 'M620', 'T252', 'C600', 'O100', 'M000', 'W400', 'I000', 'A420', 'B000', 'S000', 'M600', 'W500', 'I000', 'M600', 'M600', 'M200']"
"Mr. Tongue Twister tried to train his tongue to twist and turn, and twit an twat, to learn the letter T"".""","[['M', 'IH1', 'S', 'T', 'ER0'], ['T', 'AH1', 'NG'], ['T', 'W', 'IH1', 'S', 'T', 'ER0'], ['T', 'R', 'AY1', 'D'], ['T', 'UW1'], ['T', 'R', 'EY1', 'N'], ['HH', 'IH1', 'Z'], ['T', 'AH1', 'NG'], ['T', 'UW1'], ['T', 'W', 'IH1', 'S', 'T'], ['AH0', 'N', 'D'], ['T', 'ER1', 'N'], ['AH0', 'N', 'D'], ['T', 'W', 'IH1', 'T'], ['AE1', 'N'], ['T', 'W', 'AA1', 'T'], ['T', 'UW1'], ['L', 'ER1', 'N'], ['DH', 'AH0'], ['L', 'EH1', 'T', 'ER0'], ['T', 'IY1']]","['M600', 'T520', 'T236', 'T630', 'T000', 'T650', 'H200', 'T520', 'T000', 'T230', 'A530', 'T650', 'A530', 'T300', 'A500', 'T300', 'T000', 'L650', 'T000', 'L360', 'T000']"
Pete's pa pete poked to the pea patch to pick a peck of peas for the poor pink pig in the pine hole pig-pen.,"[['P', 'IY1', 'T', 'S'], ['P', 'AA1'], ['P', 'IY1', 'T'], ['P', 'OW1', 'K', 'T'], ['T', 'UW1'], ['DH', 'AH0'], ['P', 'IY1'], ['P', 'AE1', 'CH'], ['T', 'UW1'], ['P', 'IH1', 'K'], ['AH0'], ['P', 'EH1', 'K'], ['AH1', 'V'], ['P', 'IY1', 'Z'], ['F', 'AO1', 'R'], ['DH', 'AH0'], ['P', 'UH1', 'R'], ['P', 'IH1', 'NG', 'K'], ['P', 'IH1', 'G'], ['IH0', 'N'], ['DH', 'AH0'], ['P', 'AY1', 'N'], ['HH', 'OW1', 'L'], ['P', 'IH1', 'G', 'P', 'AH0', 'N']]","['P320', 'P000', 'P300', 'P230', 'T000', 'T000', 'P000', 'P320', 'T000', 'P200', 'A000', 'P200', 'O100', 'P200', 'F600', 'T000', 'P600', 'P520', 'P200', 'I500', 'T000', 'P500', 'H400', 'P215']"
She saw Sherif's shoes on the sofa. But was she so sure she saw Sherif's shoes on the sofa?,"[['SH', 'IY1'], ['S', 'AO1'], ['SH', 'EH1', 'R', 'AH0', 'F', 'S'], ['SH', 'UW1', 'Z'], ['AA1', 'N'], ['DH', 'AH0'], ['S', 'OW1', 'F', 'AH0'], ['B', 'AH1', 'T'], ['W', 'AA1', 'Z'], ['SH', 'IY1'], ['S', 'OW1'], ['SH', 'UH1', 'R'], ['SH', 'IY1'], ['S', 'AO1'], ['SH', 'EH1', 'R', 'AH0', 'F', 'S'], ['SH', 'UW1', 'Z'], ['AA1', 'N'], ['DH', 'AH0'], ['S', 'OW1', 'F', 'AH0']]","['S000', 'S000', 'S612', 'S200', 'O500', 'T000', 'S100', 'B300', 'W200', 'S000', 'S000', 'S600', 'S000', 'S000', 'S612', 'S200', 'O500', 'T000', 'S100']"
"Through three cheese trees three free fleas flew. While these fleas flew, freezy breeze blew. Freezy breeze made these three trees freeze. Freezy trees made these trees' cheese freeze. That's what made these three free fleas sneeze.","[['TH', 'R', 'UW1'], ['TH', 'R', 'IY1'], ['CH', 'IY1', 'Z'], ['T', 'R', 'IY1', 'Z'], ['TH', 'R', 'IY1'], ['F', 'R', 'IY1'], ['F', 'L', 'IY1', 'Z'], ['F', 'L', 'UW1'], ['W', 'AY1', 'L'], ['DH', 'IY1', 'Z'], ['F', 'L', 'IY1', 'Z'], ['F', 'L', 'UW1'], ['F', 'R', 'IY1', 'Z', 'IY0'], ['B', 'R', 'IY1', 'Z'], ['B', 'L', 'UW1'], ['F', 'R', 'IY1', 'Z', 'IY0'], ['B', 'R', 'IY1', 'Z'], ['M', 'EY1', 'D'], ['DH', 'IY1', 'Z'], ['TH', 'R', 'IY1'], ['T', 'R', 'IY1', 'Z'], ['F', 'R', 'IY1', 'Z'], ['F', 'R', 'IY1', 'Z', 'IY0'], ['T', 'R', 'IY1', 'Z'], ['M', 'EY1', 'D'], ['DH', 'IY1', 'Z'], ['T', 'R', 'IY1', 'Z'], ['CH', 'IY1', 'Z'], ['F', 'R', 'IY1', 'Z'], ['TH', 'AE1', 'T', 'S'], ['W', 'AH1', 'T'], ['M', 'EY1', 'D'], ['DH', 'IY1', 'Z'], ['TH', 'R', 'IY1'], ['F', 'R', 'IY1'], ['F', 'L', 'IY1', 'Z'], ['S', 'N', 'IY1', 'Z']]","['T620', 'T600', 'C200', 'T620', 'T600', 'F600', 'F420', 'F400', 'W400', 'T200', 'F420', 'F400', 'F620', 'B620', 'B400', 'F620', 'B620', 'M300', 'T200', 'T600', 'T620', 'F620', 'F620', 'T620', 'M300', 'T200', 'T620', 'C200', 'F620', 'T320', 'W300', 'M300', 'T200', 'T600', 'F600', 'F420', 'S520']"
Two tried and true tridents,"[['T', 'UW1'], ['T', 'R', 'AY1', 'D'], ['AH0', 'N', 'D'], ['T', 'R', 'UW1'], ['T', 'R', 'AY1', 'D', 'AH0', 'N', 'T', 'S']]","['T000', 'T630', 'A530', 'T600', 'T635']"
Rudder valve reversals.,"[['R', 'AH1', 'D', 'ER0'], ['V', 'AE1', 'L', 'V'], ['R', 'IH0', 'V', 'ER1', 'S', 'AH0', 'L', 'Z']]","['R360', 'V410', 'R162']"
Birdie birdie in the sky laid a turdie in my eye. If cows could fly I'd have a cow pie in my eye.,"[['B', 'ER1', 'D', 'IY0'], ['B', 'ER1', 'D', 'IY0'], ['IH0', 'N'], ['DH', 'AH0'], ['S', 'K', 'AY1'], ['L', 'EY1', 'D'], ['AH0'], ['T', 'ER1', 'D', 'IY0'], ['IH0', 'N'], ['M', 'AY1'], ['AY1'], ['IH1', 'F'], ['K', 'AW1', 'Z'], ['K', 'UH1', 'D'], ['F', 'L', 'AY1'], ['IH1', 'D'], ['HH', 'AE1', 'V'], ['AH0'], ['K', 'AW1'], ['P', 'AY1'], ['IH0', 'N'], ['M', 'AY1'], ['AY1']]","['B630', 'B630', 'I500', 'T000', 'S200', 'L300', 'A000', 'T630', 'I500', 'M000', 'E000', 'I100', 'C200', 'C430', 'F400', 'I300', 'H100', 'A000', 'C000', 'P000', 'I500', 'M000', 'E000']"
How many cans can a cannibal nibble if a cannibal can nibble cans? As many cans as a cannibal can nibble if a cannibal can nibble cans.,"[['HH', 'AW1'], ['M', 'EH1', 'N', 'IY0'], ['K', 'AE1', 'N', 'Z'], ['K', 'AE1', 'N'], ['AH0'], ['K', 'AE1', 'N', 'AH0', 'B', 'AH0', 'L'], ['N', 'IH1', 'B', 'AH0', 'L'], ['IH1', 'F'], ['AH0'], ['K', 'AE1', 'N', 'AH0', 'B', 'AH0', 'L'], ['K', 'AE1', 'N'], ['N', 'IH1', 'B', 'AH0', 'L'], ['K', 'AE1', 'N', 'Z'], ['AE1', 'Z'], ['M', 'EH1', 'N', 'IY0'], ['K', 'AE1', 'N', 'Z'], ['AE1', 'Z'], ['AH0'], ['K', 'AE1', 'N', 'AH0', 'B', 'AH0', 'L'], ['K', 'AE1', 'N'], ['N', 'IH1', 'B', 'AH0', 'L'], ['IH1', 'F'], ['AH0'], ['K', 'AE1', 'N', 'AH0', 'B', 'AH0', 'L'], ['K', 'AE1', 'N'], ['N', 'IH1', 'B', 'AH0', 'L'], ['K', 'AE1', 'N', 'Z']]","['H000', 'M500', 'C520', 'C500', 'A000', 'C514', 'N140', 'I100', 'A000', 'C514', 'C500', 'N140', 'C520', 'A200', 'M500', 'C520', 'A200', 'A000', 'C514', 'C500', 'N140', 'I100', 'A000', 'C514', 'C500', 'N140', 'C520']"
"Thirty-three thirsty, thundering thoroughbreds thumped Mr. Thurber on Thursday.","[['TH', 'ER1', 'T', 'R', 'AY2', 'TH'], ['TH', 'ER1', 'S', 'T', 'IY0'], ['TH', 'AH1', 'N', 'D', 'ER0', 'IH0', 'NG'], ['TH', 'ER1', 'OW0', 'B', 'R', 'EH1', 'D', 'Z'], ['TH', 'AH1', 'M', 'P', 'T'], ['M', 'IH1', 'S', 'T', 'ER0'], ['TH', 'ER1', 'B', 'ER0'], ['AA1', 'N'], ['TH', 'ER1', 'Z', 'D', 'EY2']]","['T633', 'T623', 'T536', 'T621', 'T513', 'M600', 'T616', 'O500', 'T623']"
Four furious friends fought for the phone.,"[['F', 'AO1', 'R'], ['F', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S'], ['F', 'R', 'EH1', 'N', 'D', 'Z'], ['F', 'AO1', 'T'], ['F', 'AO1', 'R'], ['DH', 'AH0'], ['F', 'OW1', 'N']]","['F600', 'F620', 'F653', 'F230', 'F600', 'T000', 'P500']"
Plymouth sleuths thwart Luther's slithering.,"[['P', 'L', 'IH1', 'M', 'AH0', 'TH'], ['S', 'L', 'UW1', 'TH', 'S'], ['TH', 'W', 'AO1', 'R', 'T'], ['L', 'AH1', 'DH', 'ER0', 'Z'], ['S', 'L', 'IH1', 'DH', 'ER0', 'IH0', 'NG']]","['P453', 'S432', 'T630', 'L362', 'S436']"
"Bobby Bippy bought a bat. Bobby Bippy bought a ball. With his bat Bob banged the ball Banged it bump against the wall But so boldly Bobby banged it That he burst his rubber ball Boo!"" cried Bobby Bad luck ball Bad luck Bobby","[['B', 'AA1', 'B', 'IY0'], ['B', 'IH1', 'P', 'IY0'], ['B', 'AA1', 'T'], ['AH0'], ['B', 'AE1', 'T'], ['B', 'AA1', 'B', 'IY0'], ['B', 'IH1', 'P', 'IY0'], ['B', 'AA1', 'T'], ['AH0'], ['B', 'AO1', 'L'], ['W', 'IH1', 'DH'], ['HH', 'IH1', 'Z'], ['B', 'AE1', 'T'], ['B', 'AA1', 'B'], ['B', 'AE1', 'NG', 'D'], ['DH', 'AH0'], ['B', 'AO1', 'L'], ['B', 'AE1', 'NG', 'D'], ['IH1', 'T'], ['B', 'AH1', 'M', 'P'], ['AH0', 'G', 'EH1', 'N', 'S', 'T'], ['DH', 'AH0'], ['W', 'AO1', 'L'], ['B', 'AH1', 'T'], ['S', 'OW1'], ['B', 'OW1', 'L', 'D', 'L', 'IY0'], ['B', 'AA1', 'B', 'IY0'], ['B', 'AE1', 'NG', 'D'], ['IH1', 'T'], ['DH', 'AE1', 'T'], ['HH', 'IY1'], ['B', 'ER1', 'S', 'T'], ['HH', 'IH1', 'Z'], ['R', 'AH1', 'B', 'ER0'], ['B', 'AO1', 'L'], ['B', 'UW1'], ['K', 'R', 'AY1', 'D'], ['B', 'AA1', 'B', 'IY0'], ['B', 'AE1', 'D'], ['L', 'AH1', 'K'], ['B', 'AO1', 'L'], ['B', 'AE1', 'D'], ['L', 'AH1', 'K'], ['B', 'AA1', 'B', 'IY0']]","['B100', 'B100', 'B230', 'A000', 'B300', 'B100', 'B100', 'B230', 'A000', 'B400', 'W300', 'H200', 'B300', 'B100', 'B523', 'T000', 'B400', 'B523', 'I300', 'B510', 'A252', 'T000', 'W400', 'B300', 'S000', 'B434', 'B100', 'B523', 'I300', 'T300', 'H000', 'B623', 'H200', 'R160', 'B400', 'B000', 'C630', 'B100', 'B300', 'L200', 'B400', 'B300', 'L200', 'B100']"
"Black background, brown background.","[['B', 'L', 'AE1', 'K'], ['B', 'AE1', 'K', 'G', 'R', 'AW2', 'N', 'D'], ['B', 'R', 'AW1', 'N'], ['B', 'AE1', 'K', 'G', 'R', 'AW2', 'N', 'D']]","['B420', 'B265', 'B650', 'B265']"
